0,TypeError,'int' object is not callable,0,
1,TypeError,'int' object is not callable,0,
2,TypeError,'int' object is not callable,0,
3,NameError,name 'data8' is not defined,0,
4,AttributeError,'NoneType' object has no attribute 'hello',0,
5,TypeError,'int' object is not callable,0,
6,NameError,name 'data8' is not defined,0,
7,SyntaxError,"invalid syntax (Temp/ipykernel_21084/1866965863.py, line 1)",0,
8,TypeError,'int' object is not callable,0,
9,TypeError,'int' object is not callable,0,
10,ValueError,invalid literal for int() with base 10: 'HI',0,
11,TypeError,'int' object is not callable,4,e
32,AttributeError,'NoneType' object has no attribute 'hello',0,,2022-02-17 15:50:09.219277,"[('a.hello', 2)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_25196/2399003099.py"", line 2, in <module>', '    a.hello', ""AttributeError: 'NoneType' object has no attribute 'hello'""]"
33,TypeError,'int' object is not callable,0,,2022-02-17 15:50:23.493008,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_32936/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
34,TypeError,'int' object is not callable,0,,2022-02-17 15:50:38.494492,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_33068/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
35,AttributeError,'NoneType' object has no attribute 'hello',0,,2022-02-17 15:50:57.450012,"[('a.hello', 2)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_33068/2399003099.py"", line 2, in <module>', '    a.hello', ""AttributeError: 'NoneType' object has no attribute 'hello'""]"
36,NameError,name 'data8' is not defined,0,,2022-02-17 15:51:22.449428,"[('data8', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_33068/3759785821.py"", line 1, in <module>', '    data8', ""NameError: name 'data8' is not defined""]"
37,SyntaxError,"invalid syntax (Temp/ipykernel_33068/1866965863.py, line 1)",0,,2022-02-17 15:51:37.344710,"[('return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', 101)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3143, in run_cell_async', '    code_ast = compiler.ast_parse(cell, filename=cell_name)', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\compilerop.py"", line 101, in ast_parse', '    return compile(source, filename, symbol, self.flags | PyCF_ONLY_AST, 1)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_33068/1866965863.py"", line 1', '    2a', '     ^', 'SyntaxError: invalid syntax']"
38,TypeError,'int' object is not callable,0,,2022-02-18 23:47:41.446968,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_40904/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
39,AttributeError,'NoneType' object has no attribute 'hello',0,,2022-02-18 23:47:45.309333,"[('a.hello', 2)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_40904/2399003099.py"", line 2, in <module>', '    a.hello', ""AttributeError: 'NoneType' object has no attribute 'hello'""]"
40,TypeError,'int' object is not callable,0,,2022-02-18 23:49:15.582715,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_36484/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
41,TypeError,'int' object is not callable,0,,2022-02-18 23:49:41.540980,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_39376/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
42,TypeError,'int' object is not callable,0,,2022-02-18 23:52:56.972252,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_2732/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
43,TypeError,'int' object is not callable,0,,2022-02-18 23:54:16.141557,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_37960/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
44,TypeError,'int' object is not callable,0,,2022-02-18 23:54:38.756428,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_39488/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
45,TypeError,'int' object is not callable,0,,2022-02-18 23:55:08.454914,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_36528/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
46,TypeError,'int' object is not callable,0,,2022-02-18 23:59:01.074326,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_12732/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
47,TypeError,'int' object is not callable,0,,2022-02-18 23:59:32.492013,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_41496/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
48,TypeError,'int' object is not callable,0,,2022-02-19 00:05:34.036639,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_41784/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
49,TypeError,'int' object is not callable,0,,2022-02-19 00:06:16.851554,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_36008/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
50,TypeError,'int' object is not callable,0,,2022-02-19 00:06:24.682482,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_33192/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
51,TypeError,'int' object is not callable,0,,2022-02-19 00:07:08.262269,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_40772/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
52,TypeError,'int' object is not callable,0,,2022-02-19 00:07:24.872721,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_39956/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
53,TypeError,'int' object is not callable,0,,2022-02-19 00:14:54.742269,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_39684/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
54,TypeError,'int' object is not callable,0,,2022-02-19 19:07:41.565070,"[('3(2)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_20356/305253956.py"", line 1, in <module>', '    3(2)', ""TypeError: 'int' object is not callable""]"
55,IndexError,list index out of range,0,,2022-02-19 19:08:31.678593,"[('[2][1]', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_20356/1686336973.py"", line 1, in <module>', '    [2][1]', 'IndexError: list index out of range']"
56,NameError,name 'h' is not defined,0,,2022-02-19 19:08:40.825568,"[('print(h)', 1)]","['Traceback (most recent call last):', '  File ""C:\\Users\\Selene\\miniconda3\\lib\\site-packages\\IPython\\core\\interactiveshell.py"", line 3444, in run_code', '    exec(code_obj, self.user_global_ns, self.user_ns)', '  File ""C:\\Users\\Selene\\AppData\\Local\\Temp/ipykernel_20356/259929948.py"", line 1, in <module>', '    print(h)', ""NameError: name 'h' is not defined""]"
57,TypeError,'int' object is not callable,0,,2022-02-19 19:11:27.160536
58,AttributeError,'NoneType' object has no attribute 'hello',0,,2022-02-19 19:11:27.403574
59,NameError,name 'data8' is not defined,0,,2022-02-19 19:11:27.594232
60,SyntaxError,"invalid syntax (Temp/ipykernel_36276/1866965863.py, line 1)",0,,2022-02-19 19:11:27.915990
61,AttributeError,module 'numpy' has no attribute 'aragne',0,,2022-02-19 19:11:28.186280
62,IndexError,list index out of range,0,,2022-02-19 19:11:28.417737
